Country Name,Country Code,Indicator Name,Indicator Code,year_1960,year_1961,year_1962,year_1963,year_1964,year_1965,year_1966,year_1967,year_1968,year_1969,year_1970,year_1971,year_1972,year_1973,year_1974,year_1975,year_1976,year_1977,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.5604133,572.1617627,356.0822126,347.4664633,389.8252865,441.8940018,484.091641,501.1565152,584.3842673,575.6284792,603.2980252,676.1500113,765.3161777,910.1712617,1166.638204,1608.163409,2109.526385,3064.279961,3908.949057,2917.366245,3143.029482,3462.681774,3643.715404,3833.157071,4017.229913,3666.141825,3679.952349,4041.995072,4391.923274,4828.504889,4505.867746,4966.513471,7014.206592
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.72881,9043.682367,8832.818519,8733.014287,8673.927195,9187.166344,10019.50225,12191.59773,10446.86321,10495.30473,11920.06109,12038.87159,12313.99736,13101.54182,13300.82461,12372.88478,13195.9359,13672.57666,15501.52634,15743.31076,
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,1208.677164,1366.092143,1688.309351,2025.474682,2271.831926,2519.803144,2784.737233,3187.981492,3703.786816,4488.196018,5239.458329,6230.466815,6895.386079,7255.406303,7569.969001,7721.763119,8129.144121,8788.013323,8440.034526,9079.481212,9556.832802,10029.47775,10379.1604,11010.19746,10502.93881,10549.66619,10968.89268,11650.84848,12808.01015,14310.68623,16006.13611,16457.10406,14530.59869,13404.51602,13117.14694,13686.47659,13350.14914,14004.81121,14861.88271,15862.65166,16110.3124,17514.35586,18187.77971,15284.77238,16740.3482,18745.17351
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1810.597443,1877.600224,1854.641891,1967.108991,2131.3803,2281.011956,2343.81979,2580.110592,2724.130672,2991.385947,3304.83782,3495.141628,3949.461643,4770.714415,6482.831082,7003.842471,7486.684973,7775.577645,8252.652035,9294.359247,10208.57617,11853.43602,12778.85525,11515.49595,12421.36137,11441.04902,11391.43671,11650.84187,14284.4292,17834.44785,18249.53394,18860.2732,18624.59089,17700.11556,18129.79072,20446.71985,22020.0798,23645.05749,21478.38516,20698.7127,21853.44999,19681.64503,20290.78042,23705.90722,30819.99349,34460.543,36570.76307,41023.75486,49681.21907,42810.46584,52132.46961,62598.68662,68047.37818,68156.3861,62515.31483,56708.9612,49876.71238,53934.15437,57206.99067,54941.06572,51722.069,60444.50236,64491.42989
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769051,2380.978458,2924.048879,3890.722419,4630.757197,5285.620724,5678.386658,6810.627685,8205.468977,9793.765348,10869.54649,9385.249064,9410.347257,9537.40742,8991.06504,9172.09676,13083.07266,16392.76952,17578.61894,17468.94614,21680.98962,22410.91177,24880.16412,24081.52779,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27183.47593,24625.60072,24558.76368,26527.59309,32294.04886,36889.23351,38417.45779,40669.32696,46915.3374,51919.98358,48153.32402,46903.76159,51442.27625,48564.91734,50731.12725,51786.37717,44195.81759,45307.58786,47429.15846,51466.55656,50070.40335,48809.22688,53637.70571,52131.44666
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.53089,734.9442328,60.23512054,209.5309545,157.0635499,314.5581973,409.1856231,505.5162042,561.9070354,573.8932966,655.0974326,703.6712504,763.1087646,883.6925807,1045.014165,1578.36733,2472.957257,3851.331012,5574.470962,4950.397437,5843.533768,7189.815151,7495.861942,7875.344611,7890.83525,5500.50462,3880.686267,4147.198619,4739.795242,4805.753718,4229.910649,5408.045352,7736.701232
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,71.36022418,72.08878206,73.94200792,78.94826922,85.96472454,50.99042017,51.80864002,54.45030503,54.64746562,55.54377506,69.39510885,70.58552331,68.95532974,85.21464379,94.33346268,112.2861073,117.0518785,139.4132637,151.0679915,189.1259412,213.2534354,215.7876028,220.1570099,229.1177255,203.85983,232.4118246,238.3569167,219.3713007,205.3179193,207.2919501,206.4449283,208.6567234,188.5811668,168.9640756,165.5859347,168.6271677,146.5361825,164.2334457,148.0895425,130.7530239,138.0046172,135.6064758,124.1393016,114.3670072,128.5384225,151.1885411,166.2762452,170.7068764,194.7106346,204.5447557,222.6605831,236.4513474,238.2059453,241.5476657,257.8185575,289.3596271,242.5395274,244.1454221,232.0606166,216.9729709,216.8274174,221.1578034,238.4418757
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2765.890997,3082.927989,3831.6319,4900.962201,5733.798139,6701.377361,7243.047341,8426.946959,10289.76842,11810.61588,12864.00257,10622.80248,9343.8611,8846.234298,8457.268803,8750.818513,12170.0407,15135.85231,16391.09383,16525.06174,20600.37528,21041.66065,23372.61917,22283.93602,24208.55479,28413.82644,27489.55518,24820.93805,25338.44329,25252.80191,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44760.29124,44184.94635,47410.56693,44670.56068,46757.95186,47764.07151,41008.29672,42012.62272,44198.48239,47544.98115,46641.71166,45517.90382,51268.38804,49582.82536
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,90.03583117,92.37486002,91.17139243,96.2546644,100.4680879,105.9668556,108.6282268,107.6828617,112.4779681,111.6952728,110.34695,108.4947187,129.999625,156.2803494,168.012266,200.3343115,201.832907,211.4928828,255.3923872,317.8204172,366.5295258,327.5650358,312.6932128,262.5773397,244.8443676,236.6105863,293.5596324,333.2231184,335.3419233,301.6849303,381.8050563,375.2919959,310.6237201,398.6130266,269.7905871,358.8229871,380.5882867,355.1420716,372.8773468,541.702259,502.997981,508.3474475,564.3790581,698.4087771,784.1190746,805.9046858,837.1320026,944.6431712,1098.946678,1061.718359,1009.489494,1099.414311,1112.569535,1214.295566,1251.504765,1041.652523,1049.820303,1095.274459,1194.438214,1170.965533,1237.949295,1361.100749,1303.222014
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,69.08319522,72.17376629,77.07733394,78.82908629,80.83385979,81.99352674,82.75921555,84.55949136,84.91932579,86.71511669,81.68773208,84.51798789,99.66706549,114.2185237,124.8115376,153.1288225,155.7549903,176.2974699,224.3285528,259.0365066,278.1954514,249.2854637,239.6194958,212.4869881,188.3357612,194.567891,248.0928704,280.9527054,301.9534889,294.0437239,339.6318226,334.7596542,349.708108,325.153666,187.815138,229.8326601,243.5269234,224.6113437,250.4139446,293.8874445,249.8020757,260.443473,286.7537151,363.8183519,405.4512762,442.9444309,457.3420749,516.750328,621.8902712,603.8775451,627.2703954,727.6124749,733.9728789,762.3037803,767.3713442,632.1266858,665.7863285,711.1845439,779.2027681,772.1668775,833.2443361,893.077196,832.8842657
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,84.82533382,92.85510925,95.04780145,96.55220619,94.86755391,100.9678718,106.8557193,116.7963159,116.9405302,128.607921,133.1429399,127.9954477,90.67836556,113.6657027,171.5262053,260.3515161,132.4574854,123.5144934,166.0064224,190.0357917,216.109852,235.0383907,209.1957418,193.4093731,202.2878488,232.1658218,221.5696191,241.7949085,258.8305367,274.3894238,294.9046567,283.3822853,284.9669776,292.4253474,292.0788195,322.0873898,387.3848632,395.3180524,401.9651801,404.4861431,413.1001853,410.0485409,407.9629676,440.7144048,469.1164584,492.8086489,503.5383322,552.3389345,630.1089792,698.5209416,776.8595769,856.3818868,876.8180068,973.7739002,1108.514957,1236.004398,1659.962489,1815.610191,1963.412707,2122.078386,2233.305893,2457.924049,2688.30395
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.54442,1148.494399,2259.264831,1470.195347,1361.409249,1820.44832,1659.718611,1621.262107,1770.906779,2092.982886,2719.494892,3389.687613,3899.825138,4523.147525,5888.776852,7271.305201,6988.274819,6862.757687,7856.985958,7431.014045,7686.629222,7912.52054,7081.102336,7574.191264,8386.589202,9451.85087,9878.768872,10153.4766,12222.23565,13772.47679
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8474.18836,9187.979647,9323.749838,9227.679763,9316.380564,8407.163631,6780.143797,7270.200316,7660.066614,7721.737887,8174.797232,8621.767048,8568.658051,9063.565646,9384.772755,9543.390109,9643.309528,9728.447229,9195.426527,9566.096024,12738.77412,12291.83261,12819.99594,14230.29675,15777.96364,17705.23516,19057.7989,20883.54803,23155.82145,19448.18326,21186.81433,23741.55746,25102.72635,25790.73031,25464.7601,22795.44886,22867.18112,24349.90987,25415.84662,25869.11291,23433.18724,26860.0725,30152.03468
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1483.003682,1581.30398,1680.494849,1792.422274,1921.437235,2073.829691,2246.849454,2466.520088,2688.944256,3057.322961,3005.784399,3108.954374,3123.463773,3466.05498,3197.702347,2953.22492,3115.53839,3386.626388,3871.339807,5194.46237,5967.767886,6257.78659,6797.830965,7324.186554,8463.464999,9436.232744,9858.295721,10617.40527,10819.26804,11533.26076,11696.51137,11269.95052,11025.87836,10730.00097,11085.14713,11447.0179,11835.38679,20415.70617,21665.38786,23991.7008,24849.60648,25234.14415,26590.14018,26204.8805,26393.41395,28280.87084,28829.84938,29687.86522,29013.63029,27120.69055,27046.65767,26644.92658,28059.6554,27389.60197,28720.66219,29724.95334,29675.53589,30708.98702,31483.97884,32279.01136,23998.26802,28260.43255,31458.30081
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.7831793,497.6828466,712.9536456,907.1488704,1000.417072,1128.398647,1332.210523,1382.767724,1602.56371,2031.402244,2451.577258,2741.080141,3170.174873,3936.932459,4846.792101,4542.310904,4506.933669,4980.906155,4688.345902,5025.240652,5196.969426,4654.609552,4917.263698,5327.393184,6024.491546,6094.723214,6095.102479,7230.198163,7585.375002
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.767944,1765.735895,1667.605057,1590.088117,1460.0655,1370.699283,1452.507105,1396.442019,1511.325316,1210.61172,1276.288034,1244.373185,1479.383417,1819.525792,2378.339757,3126.071767,3848.216026,4735.484753,6376.183153,5352.489591,6034.678852,6527.654969,6953.217307,7998.077953,8341.288104,5967.069185,5039.776032,5785.534975,6360.05206,6837.767232,6542.86454,7489.718947,7904.856243
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,307.1286289,319.6028025,331.2013125,341.3861113,355.6438528,382.5906646,411.3383468,425.7323483,391.8999345,401.2011103,441.1719391,479.9269073,527.7566149,616.4711591,802.0561613,903.6172931,727.4555633,863.9110609,981.048419,1070.348251,1363.840218,1318.127065,1195.508972,1231.012451,1342.227691,1301.082642,1385.471231,1643.949927,1831.019639,2065.720309,3009.491262,3212.450794,3644.265078,3867.605329,3888.295299,4021.006504,4057.853603,3997.84448,4063.901968,4189.350028,4642.147035,4687.625957,4816.650846,4916.703914,5106.053034,5212.661614,5475.72291,5707.113365,5656.408361,5348.997839,5397.291575,5521.366276,5645.895822,5887.933435,6068.088609,6142.478833,6148.706961,6100.994681,6059.162553,6210.565543,5266.87616,6228.267309,6968.361585
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,1961.538169,2020.385965,2020.265247,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.31006,28669.68171,30900.69428,31476.06372,33989.72316,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,95221.85887,104287.3875,106935.4863,101407.764,101875.2841,97774.16207,98431.86518,99471.6389,98467.68399,102005.6256,106885.8785,111820.5815,113050.7369,116153.1661,107791.8864,111774.6691,118845.6211
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,101.6908096,108.3563406,116.0415185,122.3673199,135.0111302,146.8534781,159.1773484,175.9629213,195.4576872,207.2245478,221.7774646,233.6946457,262.341899,257.6304821,418.8967523,468.9552842,520.9380387,601.6939266,685.0401867,788.0636219,791.0422229,1004.880903,933.7357931,885.9651908,986.8132139,842.0902174,607.0826669,652.7057594,675.7148311,678.6413185,685.9427177,737.5213733,763.2606742,760.1176224,777.416092,856.3651129,925.8491189,973.9625705,1025.409433,981.7529219,977.3294704,930.8757313,888.198576,892.3553805,951.9516229,1018.313662,1200.068092,1351.035154,1687.578567,1725.146286,1922.058662,2304.982295,2562.466784,2853.797162,3022.462884,2975.648811,3013.502707,3280.008214,3471.006951,3472.380831,3068.812555,3345.196588,3523.273733
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,232.9987625,229.3367664,247.8342997,291.4040061,254.838581,265.4753976,325.1731074,348.0211028,370.1804118,395.4413846,439.2209162,494.8027499,577.4515372,806.3545127,1034.16443,1188.619532,1376.347928,1547.694206,1716.707728,1853.019691,1941.259538,2061.349954,2118.564108,1448.009731,1406.6898,1541.70889,1836.684978,1986.834138,2119.611081,2790.414204,3085.396216,2659.048558,2505.225033,2766.328477,3393.142926,4704.961546,5121.905407,5240.128796,5049.76612,3456.423595,3726.81142,3142.235528,2824.715396,3056.64968,3623.223905,4773.26848,5866.024313,7323.19034,8801.759475,8569.901805,11249.29374,13200.55817,12327.51556,12258.56485,12071.40465,8783.214413,8680.735421,9896.717511,9121.020092,8845.323931,6923.700197,7696.785531,8917.673898
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,1268.266728,1627.660387,1755.165984,1983.063842,2202.644953,2656.647349,3992.036338,4374.85175,4552.944471,4818.683873,5235.134119,5465.203582,5990.460128,6589.383144,7005.502809,7753.02566,7772.808757,7789.391377,7520.79074,7905.676802,8220.27611,8451.958599,8994.324063,9491.475434,10685.26061,11173.94937,11560.2459,11510.04043,11658.62904,11998.17569,12828.43895,14173.75138,15595.63946,17219.04868,17550.66334,16310.46053,16489.79582,16907.20926,16691.33264,16893.60627,16924.19034,16990.21947,17343.72544,17843.19793,18224.89059,19002.96238,16643.80658,17225.4623,20018.51515
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1059.000246,1179.050312,1181.94254,1309.978787,1259.336909,1342.994602,1424.471319,1882.20393,2905.414332,6957.189699,7317.772332,8621.124894,10159.01244,11020.68022,15409.82863,26228.07338,22494.8664,21254.06232,18526.29428,17619.32833,15863.26468,10262.92785,11587.48922,10949.80293,11762.35127,13440.66682,13717.38749,15080.7228,14420.59001,14000.44453,15827.98736,16706.47133,16593.4344,12653.81192,14065.70228,17971.88881,16437.42662,16817.23573,18521.36258,21839.25931,25991.2062,30767.74738,32337.28152,37427.54886,27497.5417,34609.69996,46139.10684,46844.19672,43950.05706,41035.77314,30681.43744,26762.03743,28186.98339,31241.02397,30748.32019,27179.34442,31448.91361,37152.46624
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,309.8543933,324.6870481,319.8530044,343.6248827,341.2067875,337.0059425,383.0867021,472.2383038,514.6915137,486.5752425,515.2997216,423.2694201,440.0332783,433.8656076,496.7860644,550.6562335,564.486939,644.0878065,652.3610292,699.3313305,722.8267562,765.0092339,841.3663104,951.7391671,1050.133115,1201.433648,1299.631249,1714.031072,1780.112218,1768.745957,2194.12587,2491.273456,2470.072136,2409.439989,2589.899141,2695.636904,2879.546572,3240.706326,3210.707814,3303.962309,3009.925516,3266.362774,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,59.2971224,62.7429531,66.44867893,69.37884965,74.01439212,80.19382756,89.52801038,101.3306629,113.70095,131.8504424,162.5061599,210.9591603,262.4649937,371.4349203,442.536039,487.9160295,485.4037627,559.6565906,695.092472,917.5943986,1130.315973,1092.664138,992.1182129,1105.130375,1128.871648,978.9932574,1180.908788,1610.365363,2096.736376,2369.125814,2825.725034,2855.948898,2918.617005,2844.99575,2832.812881,3064.586353,3063.994873,3100.165355,2893.328745,3242.13716,3351.696517,3115.679,3029.788522,4111.738085,4818.213103,5240.316159,5142.913834,5372.340732,5345.848491,4938.250136,6041.732051,7080.778297,6392.987347,6436.603063,6844.032996,5869.737772,6411.551666,6705.341062,6947.817841,6691.161051,5875.070606,7238.796096,7737.654681
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,66.7700951,71.99320358,71.43909964,72.83982894,78.39352489,81.4282699,83.61159835,84.84324542,97.08480557,93.01876949,91.47264873,95.41896078,106.9448796,123.4949062,125.6634116,165.7933969,194.6007529,216.6045053,258.0683552,293.1666507,330.0029466,284.6377623,303.250842,263.9894692,252.7485897,338.7483082,434.3751158,459.1660541,476.0208594,452.9665586,512.8508791,475.2761467,471.9406398,413.959476,267.0062768,340.39968,299.6194896,271.1433004,272.1015403,273.4279279,243.8775801,242.5757267,253.4106706,283.675348,309.1902426,317.8776781,340.4145172,388.4777713,446.2287699,452.9222361,459.7769816,515.2095038,525.8675036,352.226855,394.8569331,351.8797548,372.1354561,414.7403226,435.9322963,426.408753,435.4692482,461.1375109,427.0580963
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2259.288302,2240.442972,2268.580522,2374.484523,2555.133928,2770.35856,3047.036662,3217.152221,3462.690283,3763.933952,4135.821498,4535.346032,5106.73708,5858.391831,7056.582022,7536.821932,8838.693384,8949.109893,9154.760931,10077.29194,11207.9452,12379.00464,12526.95904,13476.97383,13930.84446,14170.04824,14521.48254,16377.90535,19012.55925,20795.17253,21526.3477,21846.30025,20949.93327,20186.9885,19997.62374,20678.95044,21296.63442,21901.59404,21024.50993,22315.17429,24271.00206,23821.44559,24255.33858,28300.4631,32143.68141,36382.50792,40504.06073,44659.89514,46710.50558,40876.31015,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,46547.79518,46374.15275,43349.67786,52358.62164,54966.48884
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305.676347,2196.004082,2361.310828,2491.380715,2826.656416,3580.935593,3796.502848,3748.511882,4109.313731,3989.191736,3952.068244,4352.734622,4937.126616,5949.802829,7176.511344,8355.864587,9469.081319,12008.2924,14576.26388,12306.25967,12606.59116,13962.77109,13074.23824,13665.7266,14141.10062,12525.6327,12782.22224,14222.45429,16077.02395,16349.00536,16298.26706,18790.41816,19337.88903
